,Site,Year,Month,Lon,Lat,PCB28,PCB52,PCB101,PCB118,PCB138,PCB153,PCB180,X4PCBs,X7PCBs,HCB,a.HCH,b.HCH,g.HCH,t.HCH,HCHs,op.DDE,pp.DDE,op.DDD,pp.DDD,op.DDT,pp.DDT,DDTs,CHLs,endosulfan,Note,Reference,X37PCBs,Heptachlor,HEPX,TC,CC,TN,CN,Dieldrin,Endosulfan.I,Endosulfan.II,PCBs,Endosulfan.Sulfate,eNDosulfan,Oxychlordane,HCHs.a.HCH.g.HCH.,CHLs..TC.CC.TN.,Endosulfan,Heptachlor.Epoxide.B,Heptachlor.Epoxide.A,PCBs.Aroclor.1260.,PCB81,PCB77,PCB123,PCB114,PCB105,PCB126,PCB167,PCB156,PCB157,PCB169,PCB189,PCB18,PCB44,PCB66,PCB128,PCB187,PCB11,PCB209,X20PCBs,PCB16.32,PCB52.43,PCB41.71,PCB66.95,PCB87.81.,PCB110.77.,PCB149.123.107,PCB153.132,PCB163.138,PCB187.182,PCB174,Pentachloroanisol,Aldrin,Endrin,PCB8,PCB17,PCB33,PCB49,PCB42,PCB37,PCB74,PCB70.76,PCB56.60,PCB99,PCB87,PCB110,PCB151,PCB123.149,PCB183,PCB70,PCB95,PCB177,PCB201,PCB205,PCB5.8,PCB87.115,PCB149,PCB128.167,PCB170.190,Mirex
657,G1+A1,2007,6,-21.66,67.72,2.3929,6.358,6.4376,,3.3964,4.2986,3.9384,,,,,,,,,,,,,,,,,,D+P;pcb99+101,The oceanic biological pump modulates the atmospheric transport of persistent organic pollutants to the Arctic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,G2+A2,2007,7,-12.52,72.9,3.7109,2.4676,NA,,0.4742,3.1779,1.2735,,,,,,,,,,,,,,,,,,D+P;pcb99+101,The oceanic biological pump modulates the atmospheric transport of persistent organic pollutants to the Arctic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,G3+A3,2007,7,6.885,79.025,0.9409,6.9281,0.3978,,0.3555,0.9245,0.5802,,,,,,,,,,,,,,,,,,D+P;pcb99+101,The oceanic biological pump modulates the atmospheric transport of persistent organic pollutants to the Arctic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,G4+A4,2007,7,13.135,80.285,1.0014,0.5579,1.1258,,0.588,0.7275,0.0548,,,,,,,,,,,,,,,,,,D+P;pcb99+101,The oceanic biological pump modulates the atmospheric transport of persistent organic pollutants to the Arctic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,G5+A5,2007,7,10.6,80.26,0.1049,0.1523,1.2928,,1.0716,0.3047,0.6339,,,,,,,,,,,,,,,,,,D+P;pcb99+101,The oceanic biological pump modulates the atmospheric transport of persistent organic pollutants to the Arctic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,G6+A6,2007,7,13.175,80.675,0.7015,0.8857,0.103,,NA,0.1972,0.1691,,,,,,,,,,,,,,,,,,D+P;pcb99+101,The oceanic biological pump modulates the atmospheric transport of persistent organic pollutants to the Arctic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,G7+A7,2007,7,3.375,79.42,0.0321,NA,NA,,9.121,7.0321,3.9452,,,,,,,,,,,,,,,,,,D+P;pcb99+101,The oceanic biological pump modulates the atmospheric transport of persistent organic pollutants to the Arctic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,G8+A8,2007,7,4.815,78.265,1.7842,2.641,NA,,0.5972,0.6303,0.4541,,,,,,,,,,,,,,,,,,D+P;pcb99+101,The oceanic biological pump modulates the atmospheric transport of persistent organic pollutants to the Arctic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,Resolute Bay,1992,8,-94.861503,74.684429,,,,,,,,,,,114,,9.8,,,,NA,,,,0.25,,,NA,,"Toxaphene and other organochlorine compounds in air and water at Resolute Bay, N.W.T., Canada",NA,NA,NA,6.9,0.51,NA,NA,NA,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,,1984,6 to 7,-119.3702625,76.24033619,,,,,,,,,,,,,,,,,,,,,,,,NA,,"Atmospheric concentrations of chlordane at Mould Bay, N.W.T., Canada",NA,NA,NA,0.96,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,?Kattegat Sea,1999,1998.12-1999.11,12,57.32,3.5,3.01,2.89,0.9,2,1.87,1.12,,,,19,0.39,28,,,,,,,,,,,,,Air–sea gas exchange of HCHs and PCBs and enantiomers of α-HCH in the Kattegat Sea region,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
668,,2001,Jan to Feb,1.34,51.35,18.99075659,10.77827228,,,4.791783501,2.272975967,,,4.875,8.170653249,0.609750242,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,,2001,Jan to Feb,-0.74,50.94,8.94248545,5.754079653,,,4.791817697,2.388761986,,,42.25,5.975552376,1.260118493,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,,2001,Jan to Feb,-2.82,50.1,,,,,,,,,12.025,,,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,,2001,Jan to Feb,-2.82,50.1,,,,,,,,,12.025,,,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
672,,2001,Jan to Feb,-6.61,48.02,16.2371334,8.362775305,,,3.344184711,1.317553242,,,28.99,6.38202053,1.016218396,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
673,,2001,Jan to Feb,-9.74,44.69,8.072920233,5.077713112,,,4.270678029,2.04133554,,,7.02,5.731652279,1.50401859,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,,2001,Jan to Feb,-9.11,43.44,,,,,,,,,23.01,,,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,,2001,Jan to Feb,-8.7,42.81,,,,,,,,,4.875,,,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,,2001,Jan to Feb,-9.32,41.98,13.38696793,7.300011412,,,3.344184711,0.999056204,,,20.02,7.113720821,0.284518105,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,,2001,Jan to Feb,-10.5,38.65,0.729887025,2.855528928,,,3.257328099,0.796413574,,,25.74,6.38202053,1.016218396,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,,2001,Jan to Feb,-12,35.1,,,,,,,,,17.745,,,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,,2001,Jan to Feb,-13.2,31.15,,,,,,,,,17.745,,,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,,2001,Jan to Feb,-17.2,15.94,27.68640876,12.80725779,,,6.384166108,1.89658592,,,25.1875,9.47138975,0.609750242,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,,2001,Jan to Feb,-16.4,13.65,5.560880977,3.242040397,,,1.983442531,0.593736749,,,28.4375,11.09745441,1.50401859,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,,2001,Jan to Feb,-15.7,11.56,10.10190574,5.077713112,,,1.983442531,0.53584374,,,25.35,8.658453443,0.121950048,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,,2001,Jan to Feb,-6.2,-0.31,5.850736049,3.821750542,,,2.388761986,0.680593361,,,22.75,11.58525461,1.016218396,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,,2001,Jan to Feb,-7.45,-1.56,14.54638822,8.266118909,,,7.107982601,1.983442531,,,15.6,9.796621888,0.609750242,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,,2001,Jan to Feb,-4.74,-1.56,6.720301267,4.014949218,,,1.983442531,0.448987129,,,14.95,10.85355432,0.853650339,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,,2001,Jan to Feb,-8.91,-3.23,3.53189547,,,,1.317553242,0.01425953,,,36.4,8.414553346,0.609750242,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,,2001,Jan to Feb,-3.49,-3.23,,,,,,,,,16.9,,,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,,2001,Jan to Feb,-10.36,-4.69,8.072920233,4.691315759,,,2.823045042,0.825342981,,,33.995,7.764089072,1.016218396,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,,2001,Jan to Feb,-1.82,-4.69,0.15017688,2.855528928,,,1.89658592,0.043223133,,,14.95,6.625920627,0.853650339,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,,2001,Jan to Feb,-11.61,-5.94,,,,,,,,,120,,,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,,2001,Jan to Feb,-0.36,-6.35,13.87002168,15.99566359,,,3.141542081,1.114876417,,,13.65,8.414553346,1.016218396,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,,2001,Jan to Feb,1.09,-7.6,,,,,,,,,6.825,,,,,,,,,,,,,,,,Location and concentration estimated from pictures,Evidence for Dynamic Air−Water Coupling and Cycling of Persistent Organic Pollutants over the Open Atlantic Ocean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
